Skip    SntNumPen   UnionScore  Precision Recall    F1        Match   Alignments  Gold      
-0.3    0.03        0.3         0.8887    0.8073    0.8460    5949    6694        7369      
-0.35   0.03        0.25        0.8887    0.8073    0.8460    5949    6694        7369      
-0.35   0.03        0.3         0.8887    0.8073    0.8460    5949    6694        7369      
-0.4    0.03        0.25        0.8887    0.8073    0.8460    5949    6694        7369      
-0.4    0.03        0.3         0.8887    0.8073    0.8460    5949    6694        7369      
-0.45   0.03        0.25        0.8887    0.8073    0.8460    5949    6694        7369      
-0.45   0.03        0.3         0.8887    0.8073    0.8460    5949    6694        7369      
-0.5    0.03        0.25        0.8887    0.8073    0.8460    5949    6694        7369      
-0.5    0.03        0.3         0.8887    0.8073    0.8460    5949    6694        7369      
-0.1    0.0         0.35        0.8897    0.8065    0.8460    5943    6680        7369      
-0.1    0.0         0.4         0.8897    0.8065    0.8460    5943    6680        7369      
-0.2    0.06        0.05        0.8865    0.8091    0.8460    5962    6725        7369      
-0.2    0.06        0.1         0.8865    0.8091    0.8460    5962    6725        7369      
-0.25   0.06        0.0         0.8865    0.8091    0.8460    5962    6725        7369      
-0.3    0.03        0.05        0.8888    0.8072    0.8460    5948    6692        7369      
-0.3    0.03        0.1         0.8888    0.8072    0.8460    5948    6692        7369      
-0.3    0.03        0.15        0.8888    0.8072    0.8460    5948    6692        7369      
-0.35   0.03        0.05        0.8888    0.8072    0.8460    5948    6692        7369      
-0.35   0.03        0.1         0.8888    0.8072    0.8460    5948    6692        7369      
-0.35   0.03        0.15        0.8888    0.8072    0.8460    5948    6692        7369      
-0.4    0.03        0.05        0.8888    0.8072    0.8460    5948    6692        7369      
-0.4    0.03        0.1         0.8888    0.8072    0.8460    5948    6692        7369      
-0.4    0.03        0.15        0.8888    0.8072    0.8460    5948    6692        7369      
-0.45   0.03        0.05        0.8888    0.8072    0.8460    5948    6692        7369      
-0.45   0.03        0.1         0.8888    0.8072    0.8460    5948    6692        7369      
-0.45   0.03        0.15        0.8888    0.8072    0.8460    5948    6692        7369      
-0.5    0.03        0.05        0.8888    0.8072    0.8460    5948    6692        7369      
-0.5    0.03        0.1         0.8888    0.8072    0.8460    5948    6692        7369      
-0.5    0.03        0.15        0.8888    0.8072    0.8460    5948    6692        7369      
-0.1    0.01        0.5         0.8893    0.8068    0.8460    5945    6685        7369      
-0.25   0.02        0.55        0.8893    0.8068    0.8460    5945    6685        7369      
-0.3    0.02        0.55        0.8893    0.8068    0.8460    5945    6685        7369      
-0.35   0.02        0.35        0.8893    0.8068    0.8460    5945    6685        7369      
-0.35   0.02        0.4         0.8893    0.8068    0.8460    5945    6685        7369      
-0.35   0.02        0.45        0.8893    0.8068    0.8460    5945    6685        7369      
-0.35   0.02        0.5         0.8893    0.8068    0.8460    5945    6685        7369      
-0.4    0.02        0.35        0.8893    0.8068    0.8460    5945    6685        7369      
-0.4    0.02        0.4         0.8893    0.8068    0.8460    5945    6685        7369      
-0.4    0.02        0.45        0.8893    0.8068    0.8460    5945    6685        7369      
-0.4    0.02        0.5         0.8893    0.8068    0.8460    5945    6685        7369      
-0.45   0.02        0.35        0.8893    0.8068    0.8460    5945    6685        7369      
-0.45   0.02        0.4         0.8893    0.8068    0.8460    5945    6685        7369      
-0.45   0.02        0.45        0.8893    0.8068    0.8460    5945    6685        7369      
-0.45   0.02        0.5         0.8893    0.8068    0.8460    5945    6685        7369      
-0.5    0.02        0.35        0.8893    0.8068    0.8460    5945    6685        7369      
-0.5    0.02        0.4         0.8893    0.8068    0.8460    5945    6685        7369      
